"";"totalRNA";"translRNA";"TE";"symbol"
"1929";"0.195";"0";"0";"Chct1"
"1930";"15.725";"11.225";"0.713831478537361";"Appbp2"
"1931";"0.005";"0";"0";"Wnt9b"
"1932";"0.645";"0";"0";"Adora2b"
"1933";"103.04";"25.92";"0.251552795031056";"Ncor1"
"1934";"0.375";"2.715";"7.24";"Trpv2"
"1935";"20.725";"153.985";"7.42991556091677";"Cenpv"
"1936";"0.375";"0";"0";"Pcgf2"
"1937";"6.155";"6.54";"1.0625507717303";"Cwc25"
"1938";"0";"0";"NaN";"Spmap1"
"1939";"1.9";"1.785";"0.939473684210526";"Pip4k2b"
"1940";"13.765";"9.27";"0.673447148565201";"Trim37"
"1941";"175.44";"39.1";"0.222868217054264";"Ybx2"
"1942";"9.2";"24.355";"2.64728260869565";"Ctdnep1"
"1943";"36.74";"45.59";"1.2408818726184";"Elp5"
"1944";"0.075";"0";"0";"Slc2a4"
"1945";"4.6";"0";"0";"Gabarap"
"1946";"0.255";"0";"0";"Cldn7"
"1947";"0.15";"0";"0";"2810408A11Rik"
"1948";"31.235";"100.43";"3.21530334560589";"Phf23"
"1949";"0.46";"0";"0";"Acadvl"
"1950";"5.695";"6.38";"1.12028094820018";"Dnah11"
"1951";"7.325";"8.51";"1.1617747440273";"G3bp1"
"1952";"7.01";"8.245";"1.17617689015692";"Atox1"
"1953";"0";"0";"NaN";"Glra2"
"1954";"0.77";"0";"0";"Sparc"
"1955";"0.175";"0";"0";"Glra4"
"1956";"0.015";"0";"0";"Mief2"
"1957";"1.925";"1.29";"0.67012987012987";"Tbx3"
"1958";"0";"0";"NaN";"Mmp20"
"1959";"0";"0";"NaN";"Mmp7"
"1960";"0.015";"0";"0";"Crhr1"
"1961";"136.415";"446.145";"3.27049811237767";"Dusp14"
"1962";"3.335";"0.46";"0.137931034482759";"Tada2a"
"1963";"0.12";"15.585";"129.875";"Ikzf1"
"1964";"0.01";"0";"0";"Tcaf3"
"1965";"9.585";"11.91";"1.24256651017214";"Pnpo"
"1966";"2.85";"0";"0";"Cog1"
"1967";"87.425";"38.13";"0.436145267372033";"Cbx1"
"1968";"3.775";"12.015";"3.18278145695364";"Cdk5rap3"
"1969";"14.11";"1.77";"0.125442948263643";"Copz2"
"1970";"8.595";"8.77";"1.02036067481094";"Slc25a39"
"1971";"3.585";"22.375";"6.24128312412831";"Sp2"
"1972";"8.875";"0";"0";"Aatf"
"1973";"0.08";"0";"0";"Lhx1"
"1974";"2.38";"10.495";"4.40966386554622";"Dync1h1"
"1975";"98.975";"77.02";"0.77817630714827";"Cpsf4l"
"1976";"8.525";"4.435";"0.520234604105572";"Pex12"
"1977";"95.185";"34.54";"0.362872301307979";"Ndel1"
"1978";"3.015";"0";"0";"Slc25a35"
"1979";"0.015";"0";"0";"Zbtb4"
"1980";"0.05";"0";"0";"Tnfsfm13"
"1981";"0.455";"0";"0";"Mpdu1"
"1982";"31.485";"25.765";"0.818326187073209";"Fxr2"
"1983";"8.45";"57.755";"6.83491124260355";"Atp5mc3"
"1984";"1.01";"0";"0";"Cd68"
"1985";"0";"0";"NaN";"Slc35g3"
"1986";"15.18";"14.975";"0.986495388669302";"Acsl1"
"1987";"0.62";"0";"0";"Abca5"
"1988";"4.635";"0";"0";"Smyd4"
"1989";"33.185";"7.7";"0.232032544824469";"Lsp1"
"1990";"0.175";"4.1";"23.4285714285714";"Zfyve27"
"1991";"4.5";"0";"0";"Avpi1"
"1992";"0.035";"0";"0";"Sfrp5"
"1993";"46.035";"44.65";"0.969914195720647";"Myh11"
"1994";"5.44";"2.49";"0.457720588235294";"Rad51d"
"1995";"0";"0";"NaN";"Fndc8"
"1996";"0";"0";"NaN";"Unc45b"
"1997";"6.275";"1.495";"0.238247011952191";"Pank3"
"1998";"42.32";"20.035";"0.473416824196597";"Rars1"
"1999";"8.205";"1.43";"0.174283973187081";"Wwc1"
"2000";"30.21";"38.675";"1.28020523005627";"Mrpl58"
"2001";"0.44";"0";"0";"Fdxr"
"2002";"0";"0";"NaN";"Otop3"
"2003";"1.99";"3.015";"1.51507537688442";"Sult4a1"
"2004";"0.33";"0";"0";"Pnpla5"
"2005";"10.985";"0";"0";"Mrpl45"
"2006";"2.62";"5.675";"2.16603053435114";"Mb"
"2007";"44.515";"8.76";"0.196787599685499";"Irf1"
"2008";"2.91";"8.95";"3.07560137457045";"Slc22a5"
"2009";"0.43";"0";"0";"P4ha2"
"2010";"0";"0";"NaN";"Alox12e"
"2011";"0.03";"21.585";"719.5";"Arrb1"
"2012";"0";"0";"NaN";"Il3"
"2013";"0";"0";"NaN";"Csf2"
"2014";"0";"0";"NaN";"Tm4sf5"
"2015";"0";"0";"NaN";"Cxcl16"
"2016";"11.115";"64.365";"5.79082321187584";"Pelp1"
"2017";"4.32";"0";"0";"Med11"
"2018";"0.025";"0";"0";"Alox15"
"2019";"0";"0";"NaN";"Heatr9"
"2020";"0.605";"0";"0";"Ccl6"
"2021";"0.575";"0";"0";"Ccl4"
"2022";"41.245";"95.105";"2.30585525518245";"Natd1"
"2023";"0.515";"9.275";"18.0097087378641";"Map2k3"
"2024";"39.25";"25.385";"0.646751592356688";"Ywhah"
"2025";"0.03";"0";"0";"Hoxb1"
"2026";"70.62";"81.14";"1.14896629849901";"Sart3"
"2027";"66.035";"7.815";"0.118346331490876";"E2f2"
"2028";"0";"0";"NaN";"Slfn3"
"2029";"0.605";"0";"0";"Nars2"
"2030";"33.005";"27.46";"0.831995152249659";"Slc35b4"
"2031";"0";"0";"NaN";"Dnah1"
"2032";"2.54";"0";"0";"Dalrd3"
"2033";"4.79";"0";"0";"Fis1"
"2034";"1.17";"0";"0";"Plod1"
"2035";"64.98";"278.59";"4.28731917513081";"Rab3d"
"2036";"0";"0";"NaN";"Mfsd3"
"2037";"2.95";"46.475";"15.7542372881356";"Slc25a22"
"2038";"2.765";"38.005";"13.745027124774";"Atp6ap1"
"2039";"0.125";"0";"0";"Dnase1l1"
"2040";"0.135";"0";"0";"Aldh3a1"
"2041";"0";"0";"NaN";"Ccl9"
"2042";"0.435";"0";"0";"Scrn1"
"2043";"4.56";"0";"0";"BC005537"
"2044";"1.91";"26.795";"14.0287958115183";"Isyna1"
"2045";"0.125";"0";"0";"Hars2"
"2046";"0";"0";"NaN";"Cacng2"
"2047";"0";"0";"NaN";"Tmem160"
"2048";"36.015";"95.915";"2.66319589060114";"Rab5c"
"2049";"0.16";"0";"0";"Styxl1"
"2050";"10.2";"1.96";"0.192156862745098";"Mdh2"
"2051";"103.97";"31.44";"0.302394921612003";"H13"
"2052";"10.575";"60.635";"5.7338061465721";"Rnf145"
"2053";"0";"0";"NaN";"Scn1b"
"2054";"117.155";"34.195";"0.291878280909906";"Atp6v1e1"
"2055";"1.865";"1.425";"0.764075067024129";"Chtf18"
"2056";"0.095";"0";"0";"Lhx9"
"2057";"0.005";"0";"0";"Etnppl"
"2058";"0";"0";"NaN";"Rps6kl1"
"2059";"0.35";"0";"0";"Ppp1r12c"
"2060";"20.455";"32.01";"1.56489855780983";"Ahr"
"2061";"3.595";"2.655";"0.738525730180807";"Map1s"
"2062";"0";"8.48";"Inf";"Dpep1"
"2063";"0.24";"0";"0";"Tmem129"
"2064";"2.235";"4.83";"2.16107382550336";"Nop9"
"2065";"0";"0";"NaN";"Hsd17b1"
"2066";"5.04";"13.845";"2.74702380952381";"Atp6v0a1"
"2067";"15.455";"0";"0";"Psmc3ip"
"2068";"1.525";"21.63";"14.183606557377";"Grb7"
"2069";"8.5";"4.455";"0.524117647058824";"Noxo1"
"2070";"0.065";"0";"0";"Aoc3"
"2071";"26.045";"21.08";"0.809368400844692";"Zfp687"
"2072";"0.025";"0";"0";"Gdpd2"
"2073";"54.005";"47.565";"0.880751782242385";"D8Ertd738e"
"2074";"0.19";"0";"0";"Sec14l4"
"2075";"8.955";"9.555";"1.06700167504188";"Calm3"
"2076";"15.21";"10.21";"0.671268902038133";"Cops3"
"2077";"9.795";"25.265";"2.57937723328229";"Fkbp8"
"2078";"0";"0";"NaN";"Ffar3"
"2079";"4.21";"0.57";"0.135391923990499";"Ddx39b"
"2080";"0.31";"3.39";"10.9354838709677";"Gipc1"
"2081";"5.21";"0";"0";"Tlcd1"
"2082";"0.265";"0";"0";"Plscr3"
"2083";"0.095";"0";"0";"Ptger1"
"2084";"0.02";"0";"0";"Arhgef25"
"2085";"0.8";"2.43";"3.0375";"Xab2"
"2086";"37.105";"3.09";"0.0832771863630239";"Cdc37"
"2087";"27.415";"39.72";"1.44884187488601";"Rab4a"
"2088";"1.505";"0";"0";"Trip10"
"2089";"0";"0";"NaN";"Cd70"
"2090";"5.725";"8.355";"1.45938864628821";"Cops6"
"2091";"478.45";"575.57";"1.20298881805831";"Ubb"
"2092";"0.405";"0";"0";"Ap4m1"
"2093";"307.455";"376.355";"1.2240978354556";"Gyg1"
"2094";"0.205";"0";"0";"Rcn3"
"2095";"0.02";"0";"0";"Slc6a8"
"2096";"4.54";"0.545";"0.120044052863436";"Arid3a"
"2097";"0.035";"0";"0";"Pdk4"
"2098";"3.475";"5.25";"1.51079136690647";"Ubxn6"
"2099";"2.49";"0";"0";"Mydgf"
"2100";"0.69";"0";"0";"Cyb561"
"2101";"3.465";"5.055";"1.45887445887446";"Sema6a"
"2102";"10.895";"28.575";"2.62276273519963";"Ccdc12"
"2103";"9.81";"53.465";"5.45005096839959";"Fmc1"
"2104";"72.51";"37.87";"0.522272789960005";"Akt3"
"2105";"22.865";"140.95";"6.16444347255631";"Mrpl24"
"2106";"41.93";"335.92";"8.01144765084665";"Gle1"
"2107";"0.035";"0";"0";"L3hypdh"
"2108";"20.67";"91.715";"4.43710691823899";"Lyst"
"2109";"0.26";"0";"0";"Slc35e1"
"2110";"11.39";"23.025";"2.02151009657594";"Calr3"
"2111";"11.01";"2.155";"0.195731153496821";"Tmc4"
"2112";"0.225";"0";"0";"Syne4"
"2113";"3.92";"11.54";"2.94387755102041";"Polr2i"
"2114";"0.04";"0";"0";"Prl8a1"
"2115";"0.115";"10.435";"90.7391304347826";"Krt10"
"2116";"0.16";"0";"0";"Iyd"
"2117";"16.845";"0";"0";"Rmnd1"
"2118";"2.67";"0";"0";"Ccdc170"
"2119";"9.33";"22.185";"2.37781350482315";"Esr1"
"2120";"0";"0";"NaN";"Vip"
"2121";"124.14";"2.585";"0.0208232640567102";"Fbxo5"
"2122";"2.71";"0";"0";"Mtrf1l"
"2123";"118.645";"66.945";"0.564246280922078";"Rgs17"
"2124";"42.095";"22.545";"0.535574296234707";"Hdac2"
"2125";"1.685";"0";"0";"Frk"
"2126";"71.55";"11.595";"0.162054507337526";"Rwdd1"
"2127";"58.82";"11.55";"0.196361781706902";"Clvs2"
"2128";"0.135";"0";"0";"Trdn"
"2129";"3.385";"2.175";"0.642540620384047";"Hey2"
"2130";"43.83";"19.97";"0.455624001825234";"Stxbp5"
"2131";"0.7";"0";"0";"Hint3"
"2132";"31.205";"33.94";"1.08764621054318";"Trmt11"
"2133";"56.725";"115.005";"2.02741295724989";"Katna1"
"2134";"12.545";"84.12";"6.70546034276604";"Pcmt1"
"2135";"5.005";"22.475";"4.49050949050949";"Lrp11"
"2136";"4.845";"0";"0";"Mtres1"
"2137";"10.37";"13.93";"1.34329797492768";"Sec63"
"2138";"87.405";"0";"0";"Nr2e1"
"2139";"35.885";"10.78";"0.30040406855232";"Snx3"
"2140";"10.565";"0";"0";"Aig1"
"2141";"0.065";"0";"0";"Adat2"
"2142";"17.445";"48.65";"2.78876468902264";"Pex3"
"2143";"0.035";"0";"0";"Fuca2"
"2144";"82.095";"139.48";"1.69900724770083";"Cep57l1"
"2145";"51.815";"36.41";"0.702692270578018";"Ltv1"
"2146";"0";"0";"NaN";"Zc2hc1b"
"2147";"3.4";"6.165";"1.81323529411765";"Plagl1"
"2148";"90.265";"188.745";"2.09100980446463";"Cd164"
"2149";"10.7";"7.36";"0.68785046728972";"Utrn"
"2150";"0.295";"0";"0";"Smpd2"
"2151";"0.175";"0";"0";"Mical1"
"2152";"8.525";"19.045";"2.23401759530792";"Zbtb24"
"2153";"1.19";"2.785";"2.34033613445378";"Grm1"
"2154";"12.435";"22.55";"1.81342983514274";"Wasf1"
"2155";"14.515";"52.755";"3.6345160179125";"Rab32"
"2156";"0.13";"0";"0";"Slc22a16"
"2157";"8.28";"7.07";"0.853864734299517";"Gtf3c6"
"2158";"14.87";"59.26";"3.98520511096167";"Slc16a10"
"2159";"29.81";"10.56";"0.354243542435424";"Rev3l"
"2160";"0.085";"0";"0";"Traf3ip2"
"2161";"128.77";"22.005";"0.170886075949367";"Fyn"
"2162";"13.01";"75.985";"5.84050730207533";"Tube1"
"2163";"4.29";"5.28";"1.23076923076923";"Lama4"
"2164";"0.195";"0";"0";"Popdc3"
"2165";"4.125";"2.395";"0.580606060606061";"Prep"
"2166";"0.125";"0";"0";"Tnfaip3"
"2167";"0.53";"0";"0";"Perp"
"2168";"8.91";"6.935";"0.778338945005612";"Arfgef3"
"2169";"0.04";"0";"0";"Hebp2"
"2170";"73.44";"87.74";"1.19471677559913";"Reps1"
"2171";"32.92";"144.645";"4.39383353584447";"Fam184a"
"2172";"200.175";"112.79";"0.563456975146747";"Asf1a"
"2173";"3.83";"18.04";"4.71018276762402";"Gopc"
"2174";"0.54";"8.015";"14.8425925925926";"Qrsl1"
"2175";"5.435";"12.015";"2.21067157313707";"Rtn4ip1"
"2176";"0.14";"14.405";"102.892857142857";"Nmbr"
"2177";"23.24";"10.245";"0.440834767641997";"Crybg1"
"2178";"0";"0";"NaN";"Gje1"
"2179";"160.985";"203.56";"1.26446563344411";"Vta1"
"2180";"0.045";"0";"0";"Smpdl3a"
"2181";"1.13";"0";"0";"Reep3"
"2182";"0.66";"0";"0";"Fabp7"
"2183";"5.215";"0";"0";"Pkib"
"2184";"31.235";"45.465";"1.45557867776533";"Serinc1"
"2185";"4.695";"5.165";"1.10010649627263";"Hsf2"
"2186";"0.01";"0";"0";"Rspo3"
"2187";"16.25";"69.1";"4.25230769230769";"Echdc1"
"2188";"6.75";"0";"0";"Mgat4c"
"2189";"0.735";"0";"0";"Ptprk"
"2190";"0.14";"0";"0";"Nts"
"2191";"4.56";"3.535";"0.775219298245614";"Dcbld1"
"2192";"3.755";"9.99";"2.66045272969374";"Lrriq1"
"2193";"0.105";"0";"0";"Ros1"
"2194";"31.675";"12.855";"0.405840568271507";"Slc6a15"
"2195";"23.4";"0";"0";"Ccdc59"
"2196";"13.115";"27.325";"2.08349218452154";"Lama2"
"2197";"0.065";"0";"0";"Rfx6"
"2198";"0";"0";"NaN";"Gprc6a"
"2199";"0";"0";"NaN";"Lin7a"
"2200";"259.59";"347.34";"1.33803305212065";"Ppp1r12a"
"2201";"1.415";"0";"0";"Fam162b"
"2202";"0.2";"0";"0";"Sim1"
"2203";"38.51";"0";"0";"P4ha1"
"2204";"0.59";"6.325";"10.7203389830508";"Septin10"
"2205";"11.515";"16.41";"1.42509769865393";"Lims1"
"2206";"38.775";"54.645";"1.40928433268859";"Zwint"
"2207";"14.58";"1.61";"0.11042524005487";"Ube2d1"
"2208";"0.165";"0";"0";"Dcn"
"2209";"1.05";"1.295";"1.23333333333333";"Kera"
"2210";"0";"0";"NaN";"Mrln"
"2211";"0.255";"0";"0";"Slc17a8"
"2212";"0";"0";"NaN";"Epyc"
"2213";"68.3";"87.9";"1.28696925329429";"Cdk1"
"2214";"42.15";"14.605";"0.34650059311981";"Atp2b1"
"2215";"5.305";"28.525";"5.37700282752121";"Rhobtb1"
"2216";"0.035";"0";"0";"Cabcoco1"
"2217";"79.185";"6.6";"0.0833491191513544";"Arid5b"
"2218";"5.64";"8.49";"1.50531914893617";"Actr6"
"2219";"13.12";"5.71";"0.435213414634146";"Bltp3b"
"2220";"16.38";"31.05";"1.8956043956044";"Poc1b"
"2221";"0.69";"13.395";"19.4130434782609";"Dusp6"
"2222";"51.84";"57.92";"1.11728395061728";"Tmpo"
"2223";"2.76";"0";"0";"Kitl"
"2224";"106.19";"13.655";"0.128590262736604";"Psen1"
"2225";"4.1";"1.37";"0.334146341463415";"Sgk1"
"2226";"6.7";"14.915";"2.22611940298507";"Cep290"
"2227";"0.695";"0";"0";"Ikbip"
"2228";"81.33";"74.11";"0.911225869912701";"Hbs1l"
"2229";"66.695";"238.29";"3.5728315465927";"Epb41l2"
"2230";"3.39";"0";"0";"Apaf1"
"2231";"0.11";"0";"0";"Myb"
"2232";"52.24";"42.425";"0.812117151607963";"Med23"
"2233";"0.305";"0";"0";"Ahi1"
"2234";"0";"0";"NaN";"Arg1"
"2235";"84.985";"236.99";"2.78860975466259";"Nedd1"
"2236";"0.35";"0";"0";"Enpp3"
"2237";"0.18";"0";"0";"Pde7b"
"2238";"199.33";"206.07";"1.03381327446947";"Mtfr2"
"2239";"33.96";"132.01";"3.88722025912839";"Map7"
"2240";"0.09";"0";"0";"Ccn2"
"2241";"11.44";"30.525";"2.66826923076923";"Stx7"
"2242";"0.01";"0";"0";"Moxd1"
"2243";"15.355";"6.75";"0.439596222728753";"Pex7"
"2244";"0";"0";"NaN";"Il20ra"
"2245";"0.16";"0";"0";"Ifngr1"
"2246";"0.05";"0";"0";"Vnn3"
"2247";"0.095";"0";"0";"Cfap54"
"2248";"33.55";"11.765";"0.350670640834575";"Cdk17"
"2249";"0.01";"0";"0";"Hal"
"2250";"38.01";"300.195";"7.89779005524862";"Snrpf"
"2251";"0.18";"0";"0";"Ntn4"
"2252";"0.35";"0";"0";"Usp44"
"2253";"40.71";"19.16";"0.470646032915746";"Fgd6"
"2254";"4.13";"0";"0";"Ndufa12"
"2255";"165.11";"60.44";"0.366058990975713";"Tmcc3"
"2256";"33.665";"12.71";"0.37754344274469";"Cep83"
"2257";"0.315";"0";"0";"Socs2"
"2258";"11.71";"3.69";"0.315115286080273";"Nudt4"
"2259";"0.225";"0";"0";"Nuak1"
"2260";"0.465";"0";"0";"Tcp11l2"
"2261";"2.55";"17.66";"6.92549019607843";"Rfx4"
"2262";"90.175";"101.165";"1.12187413362905";"Cry1"
"2263";"0.155";"0";"0";"Abtb3"
"2264";"0.02";"0";"0";"Timp3"
"2265";"132.955";"55.915";"0.420555827159565";"Hsp90b1"
"2266";"0.88";"0";"0";"Pah"
"2267";"0.29";"0";"0";"Ascl1"
"2268";"0.125";"0";"0";"Igf1"
"2269";"1.27";"0";"0";"Washc3"
"2270";"0.01";"0";"0";"Dram1"
"2271";"23.07";"17.66";"0.765496315561335";"Sycp3"
"2272";"0.1";"0";"0";"Mybpc1"
"2273";"0.205";"0";"0";"Slc5a8"
"2274";"35.49";"34.28";"0.965905888982812";"Sirt1"
"2275";"4.095";"36.705";"8.96336996336996";"Herc4"
"2276";"0.295";"0";"0";"Mypn"
"2277";"8.565";"24.885";"2.90542907180385";"Hnrnph3"
"2278";"3.345";"0";"0";"Rufy2"
"2279";"2.76";"1.86";"0.673913043478261";"Pbld2"
"2280";"73.875";"56.04";"0.758578680203046";"Ccar1"
"2281";"13.665";"8.04";"0.588364434687157";"Ddx21"
"2282";"19.76";"5.28";"0.267206477732793";"Ddx50"
"2283";"84.675";"63.73";"0.752642456451137";"Srgn"
"2284";"128.235";"198.14";"1.54513198424767";"Vps26a"
"2285";"49.48";"339.16";"6.85448666127729";"Supv3l1"
"2286";"0.045";"0";"0";"Hkdc1"
"2287";"0.015";"0";"0";"Tacr2"
"2288";"620.445";"457.275";"0.737011338635979";"Fam241b"
"2289";"0.185";"0";"0";"Aifm2"
"2290";"0.315";"0";"0";"Macroh2a2"
"2291";"2.16";"0";"0";"Tysnd1"
"2292";"13.135";"8.63";"0.657023220403502";"Sar1a"
"2293";"90.07";"144.65";"1.60597313200844";"Ppa1"
"2294";"0";"1.22";"Inf";"Npffr1"
"2295";"5.145";"13.245";"2.57434402332362";"Eif4ebp2"
"2296";"0.005";"0";"0";"Pald1"
"2297";"0";"0";"NaN";"Tbata"
"2298";"0.335";"0";"0";"Sgpl1"
"2299";"10.515";"33.245";"3.16167379933428";"Pcbd1"
"2300";"0.12";"0";"0";"Unc5b"
"2301";"2.505";"1.87";"0.746506986027944";"Slc29a3"
"2302";"0.025";"0";"0";"Vsir"
"2303";"0.74";"0";"0";"Slc16a7"
"2304";"1.42";"0.64";"0.450704225352113";"Lrig3"
"2305";"64.055";"66.675";"1.04090234954336";"Anapc16"
"2306";"12.23";"193.93";"15.8569092395748";"Ddit4"
"2307";"6.935";"0";"0";"Dnajb12"
"2308";"30.675";"4.615";"0.150448247758761";"Micu1"
"2309";"77.265";"211.96";"2.74328609331521";"Cand1"
"2310";"36.88";"34.965";"0.948074837310195";"Tbk1"
"2311";"41.515";"26.895";"0.647838130796098";"Pno1"
"2312";"14.3";"5.845";"0.408741258741259";"Plek"
"2313";"10.2";"1.385";"0.13578431372549";"Srgap1"
"2314";"89.5";"14.78";"0.165139664804469";"Egfr"
"2315";"0";"0";"NaN";"Avpr1a"
"2316";"299.57";"631.975";"2.10960710351504";"Usp15"
"2317";"0.075";"0";"0";"Elane"
"2318";"10.555";"0";"0";"Vps54"
"2319";"794.595";"994.095";"1.25107130047383";"Tbc1d15"
"2320";"0.03";"0";"0";"Pcsk4"
"2321";"58.685";"116.735";"1.98917951776433";"Rab21"
"2322";"1.08";"6.385";"5.91203703703704";"2310011J03Rik"
"2323";"14.63";"23.975";"1.63875598086124";"Peli1"
"2324";"0.075";"0";"0";"Apc2"
"2325";"1.45";"1.965";"1.3551724137931";"Thap2"
"2326";"0.09";"0";"0";"Lgr5"
"2327";"0.095";"0";"0";"Slc1a4"
"2328";"1.735";"18.395";"10.6023054755043";"Dock2"
"2329";"11.455";"0";"0";"Rab1a"
"2330";"0.19";"0";"0";"Gamt"
"2331";"32.945";"19.335";"0.586887236302929";"Ptprr"
"2332";"91.595";"319.37";"3.48676237785905";"Actr2"
"2333";"3.065";"0";"0";"Ndufs7"
"2334";"1.105";"0.6";"0.542986425339366";"Ptprb"
"2335";"0.055";"0";"0";"Kcnmb1"
"2336";"30.42";"41.9";"1.37738330046022";"Pwwp3a"
"2337";"0.91";"0";"0";"Gabrp"
"2338";"0.355";"0";"0";"Meis1"
"2339";"4.61";"0";"0";"Uqcr11"
"2340";"83.805";"107.505";"1.28279935564704";"Cnot2"
"2341";"9.635";"40.7";"4.22418266735859";"Tcf3"
"2342";"0";"0";"NaN";"Or14c43"
"2343";"0";"0";"NaN";"Best3"
"2344";"6.605";"1.51";"0.228614685844058";"Frs2"
"2345";"85.52";"72.73";"0.850444340505145";"Yeats4"
"2346";"20.255";"5.915";"0.29202666008393";"Cobl"
"2347";"0.725";"0";"0";"Rab36"
"2348";"13.49";"59.15";"4.38472942920682";"Grb10"
"2349";"0";"0";"NaN";"Lyz3"
"2350";"0.2";"0";"0";"Adora2a"
"2351";"50.15";"414.115";"8.25752741774676";"Snrpd3"
"2352";"50.615";"45.16";"0.892225624814778";"Nav3"
"2353";"0.21";"0";"0";"Ddc"
"2354";"7.43";"36.085";"4.85666218034993";"Cpm"
"2355";"93.8";"121.3";"1.29317697228145";"Mdm2"
"2356";"0.525";"0";"0";"E2f7"
"2357";"2.295";"0";"0";"Csrp2"
"2358";"162.5";"160.805";"0.989569230769231";"Osbpl8"
"2359";"3.07";"20.59";"6.70684039087948";"Mknk2"
"2360";"0.055";"0";"0";"Spmip7"
"2361";"0.03";"0";"0";"Zpbp"
"2362";"30.86";"169.335";"5.48720025923526";"Cabin1"
"2363";"21.65";"16.93";"0.781986143187067";"Ap3d1"
"2364";"2.99";"0";"0";"Phlda1"
"2365";"11.415";"14.205";"1.24441524310118";"Sf3a2"
"2366";"6.985";"51.825";"7.41947029348604";"Mdm1"
"2367";"0.04";"0";"0";"Glipr1l1"
"2368";"0.015";"0";"0";"Glipr1l2"
"2369";"0";"0";"NaN";"Jsrp1"
"2370";"0.315";"0";"0";"Wif1"
"2371";"2.035";"16.88";"8.29484029484029";"Timm13"
"2372";"16.555";"7.335";"0.443068559347629";"Vps13d"
"2373";"20.05";"62.605";"3.12244389027431";"Llph"
"2374";"8.08";"31.455";"3.89294554455446";"Tmbim4"
"2375";"0.12";"0";"0";"Slc5a4b"
"2376";"0.02";"0";"0";"Irak3"
"2377";"5.54";"12.71";"2.2942238267148";"Helb"
"2378";"0.045";"0";"0";"Slc5a4a"
"2379";"15.125";"68.655";"4.53917355371901";"Prmt2"
"2380";"2.615";"22.14";"8.46653919694073";"Dip2a"
"2381";"9.345";"12.8";"1.3697164258962";"Hmg20b"
"2382";"0.05";"0";"0";"Tektip1"
"2383";"25.535";"37.54";"1.47013902486783";"Fzr1"
"2384";"2.94";"0";"0";"Ncln"
"2385";"0";"0";"NaN";"Col6a2"
"2386";"4.155";"3.015";"0.725631768953069";"Hcfc2"
"2387";"9.65";"21.155";"2.19222797927461";"Nfyb"
"2388";"31.975";"13.965";"0.436747458952306";"Txnrd1"
"2389";"0.04";"0";"0";"Glt8d2"
"2390";"0.63";"0";"0";"Ppm1m"
"2391";"10.675";"5.52";"0.517096018735363";"Nopchap1"
"2392";"0.015";"0";"0";"Aldh1l2"
"2393";"80.82";"435.65";"5.39037366988369";"Wdr82"
"2394";"0";"0";"NaN";"Glyctk"
"2395";"17.77";"14.245";"0.801631963984243";"Pofut2"
"2396";"1.88";"27.875";"14.8271276595745";"Slc36a1"
"2397";"4.745";"0";"0";"Adarb1"
"2398";"1.76";"10.265";"5.83238636363636";"Appl2"
"2399";"0";"0";"NaN";"Slc36a2"
"2400";"91.08";"32.275";"0.354358805445762";"Sumo3"
"2401";"25.11";"7.965";"0.317204301075269";"Hint1"
"2402";"4.67";"0";"0";"Lyrm7"
"2403";"0";"0";"NaN";"Smim23"
"2404";"13.35";"7.58";"0.567790262172285";"Fbxw11"
"2405";"5.65";"0";"0";"Stk10"
"2406";"47.985";"71.515";"1.49036157132437";"Papolg"
"2407";"5.79";"4.29";"0.740932642487047";"Rel"
"2408";"2.115";"28.25";"13.3569739952719";"Pfkl"
"2409";"0";"0";"NaN";"Il9r"
"2410";"2.16";"0";"0";"Pus10"
"2411";"7.94";"31.175";"3.92632241813602";"Rhbdf1"
"2412";"38.025";"138.495";"3.6422090729783";"Pex13"
"2413";"6.13";"0";"0";"Cfap410"
"2414";"7.985";"0";"0";"1700093K21Rik"
"2415";"0.84";"0";"0";"Mpg"
"2416";"22.145";"107.78";"4.86701286972229";"Ahsa2"
"2417";"2.405";"0";"0";"Nprl3"
"2418";"50.74";"28.49";"0.561489948758376";"Xpo1"
"2419";"0.775";"0";"0";"Hbq1a"
"2420";"0.465";"0";"0";"Nsg2"
"2421";"0";"0";"NaN";"4930524B15Rik"
"2422";"67.14";"11.84";"0.176347929699136";"Cpeb4"
"2423";"4.095";"1.32";"0.322344322344322";"Stc2"
"2424";"1.45";"0";"0";"Asb3"
"2425";"34.09";"94.1";"2.76034027574069";"Cdc34"
"2426";"1.51";"0";"0";"Tpgs1"
"2427";"9.33";"0";"0";"Chac2"
"2428";"0.41";"0";"0";"Madcam1"
"2429";"4.205";"2.33";"0.55410225921522";"Erlec1"
"2430";"0.04";"0";"0";"Shc2"
"2431";"61.335";"150.675";"2.45659085350942";"Sptbn1"
"2432";"0";"0";"NaN";"Spmap2"
"2433";"1.3";"0";"0";"Wdpcp"
"2434";"31.535";"106.54";"3.37846836847947";"Mdh1"
"2435";"0";"0";"NaN";"Prss57"
"2436";"2.745";"0";"0";"Fstl3"
"2437";"2.345";"0";"0";"Ccng1"
"2438";"0.2";"11.74";"58.7";"Fgf22"
"2439";"5.67";"0";"0";"Nudcd2"
"2440";"11.85";"0";"0";"Polrmt"
"2441";"9.88";"0";"0";"Hmmr"
"2442";"0.555";"3.06";"5.51351351351351";"Hcn2"
"2443";"8.74";"0";"0";"Meikin"
