"";"totalRNA";"translRNA";"TE";"symbol"
"18245";"0.715";"0";"0";"Arrdc5"
"18246";"0";"0";"NaN";"9830107B12Rik"
"18247";"0";"0";"NaN";"Esp1"
"18248";"0.715";"0";"0";"Trim40"
"18249";"0.17";"0";"0";"Trim10"
"18250";"0.05";"0";"0";"H2-T26"
"18251";"0";"0";"NaN";"Gm6034"
"18252";"0.525";"0";"0";"Mucl3"
"18253";"0.03";"0";"0";"H2-Q6"
"18254";"0.325";"0";"0";"H2-D1"
"18255";"0";"0";"NaN";"Lst1"
"18256";"0";"0";"NaN";"Ly6g6d"
"18257";"0.015";"0";"0";"Mpig6b"
"18258";"0.02";"0";"0";"C4b"
"18259";"0.185";"0";"0";"H2-Ab1"
"18260";"9.025";"34.77";"3.85263157894737";"Hsd17b8"
"18261";"5.77";"9.965";"1.72703639514731";"Zfp414"
"18262";"0";"0";"NaN";"Cyp4f15"
"18263";"28.575";"13.825";"0.483814523184602";"Gm4924"
"18264";"0";"0";"NaN";"Arhgdig"
"18265";"0.575";"3.06";"5.32173913043478";"Wdr90"
"18266";"8.655";"14.69";"1.69728480647025";"Nme3"
"18267";"0.56";"0";"0";"Eme2"
"18268";"0.26";"0";"0";"Smok2b"
"18269";"1.42";"0";"0";"Smok2a"
"18270";"3.495";"17.095";"4.89127324749642";"Pnldc1"
"18271";"13.08";"63.265";"4.83677370030581";"Sft2d1"
"18272";"37.735";"24.705";"0.65469723068769";"Rsph3a"
"18273";"38.82";"59.27";"1.52679031427099";"Mtarc2"
"18274";"0.025";"0";"0";"Ifi204"
"18275";"0";"0";"NaN";"Ifi207"
"18276";"0.01";"0";"0";"Ifi213"
"18277";"1.97";"0";"0";NA
"18278";"0";"0";"NaN";"Sh2d1b2"
"18279";"1.97";"32.105";"16.2969543147208";NA
"18280";"0";"0";"NaN";"Dok6"
"18281";"0.265";"0";"0";"Pappa2"
"18282";"18.94";"10.47";"0.552798310454065";"Cep76"
"18283";"0.105";"0";"0";"Spink13"
"18284";"0.025";"0";"0";"Iigp1c"
"18285";"12.095";"0.625";"0.0516742455560149";"Ppp1r12b"
"18286";"44.97";"23.41";"0.520569268401156";"Csnk1g3"
"18287";"0";"0";"NaN";"Prr16"
"18288";"8.63";"5.125";"0.593858632676709";"Arl14epl"
"18289";"1.97";"0";"0";NA
"18290";"0.16";"0";"0";"Spink11"
"18291";"0.065";"0";"0";"Grxcr2"
"18292";"0.015";"0";"0";"Pcdhb22"
"18293";"0";"0";"NaN";"Smim33"
"18294";"0.035";"0";"0";"Ecscr"
"18295";"0.525";"0";"0";"Prob1"
"18296";"0";"0";"NaN";"Serpinb3c"
"18297";"0";"0";"NaN";"Serpinb3b"
"18298";"1.155";"0.405";"0.350649350649351";"Gal3st2c"
"18299";"0.06";"0";"0";"D2hgdh"
"18300";"23.475";"121.905";"5.19297124600639";"Cops9"
"18301";"5.7";"0";"0";"Fbxo36"
"18302";"55.58";"197.395";"3.55154731917956";"Rab18"
"18303";"2.09";"0";"0";"Wdfy1"
"18304";"0";"0";"NaN";"Catip"
"18305";"0";"0";"NaN";"Crygb"
"18306";"11.04";"0.83";"0.0751811594202899";"Nbeal1"
"18307";"43.625";"98.135";"2.24951289398281";"Hspe1"
"18308";"3.19";"17.27";"5.41379310344828";"Pgap1"
"18309";"0.01";"0";"0";"Tmem88b"
"18310";"1.97";"0";"0";NA
"18311";"1.765";"0";"0";"Faap20"
"18312";"0.19";"0";"0";"Klhl21"
"18313";"14.425";"15.895";"1.10190641247834";"Rpl31"
"18314";"169.865";"100.575";"0.592087834456774";"Cenps"
"18315";"24.965";"10.825";"0.433607049869818";"Pramel15"
"18316";"0.94";"0.455";"0.484042553191489";"Spata31e2"
"18317";"0.095";"0";"0";"Pramel61"
"18318";"0.035";"0";"0";"Pramel4"
"18319";"10.475";"0";"0";"Lmbrd1"
"18320";"0.04";"0";"0";"Ppp1r14bl"
"18321";"0.295";"0";"0";"Cplane2"
"18322";"0";"0";"NaN";"Defb18"
"18323";"0";"0";"NaN";"Zpld2"
"18324";"0.01";"0";"0";"5730409E04Rik"
"18325";"0.745";"0";"0";"Sh3d21"
"18326";"0";"0";"NaN";"Gm12888"
"18327";"0";"0";"NaN";"Or10ak16"
"18328";"0";"0";"NaN";"Or10ak9"
"18329";"0.295";"0";"0";"Btbd19"
"18330";"0.155";"0";"0";"Kncn"
"18331";"5.09";"7.075";"1.38998035363458";"Kti12"
"18332";"0";"0";"NaN";"Krtap5-5"
"18333";"0";"0";"NaN";"Krtap5-21"
"18334";"14.71";"1.455";"0.0989123045547247";"Efcab7"
"18335";"0.05";"0";"0";"Alg6"
"18336";"0.015";"0";"0";"I0C0044D17Rik"
"18337";"0.07";"0";"0";"Spef1l"
"18338";"0.435";"0";"0";"Cdkn2b"
"18339";"0";"0";"NaN";"Nps"
"18340";"2.155";"0";"0";"Insyn2a"
"18341";"0.15";"0";"0";"Ifna12"
"18342";"0.05";"0";"0";"Mup14"
"18343";"0";"0";"NaN";"Mup11"
"18344";"4.59";"11.32";"2.46623093681917";"Tufm"
"18345";"0";"0";"NaN";"Mup7"
"18346";"6.215";"5.41";"0.870474658085278";"Iqck"
"18347";"0.105";"0";"0";"Il11ra3"
"18348";"0";"0";"NaN";"Ccl27al"
"18349";"0";"0";"NaN";"Ccl21f"
"18350";"0.455";"0";"0";"Ccl27a"
"18351";"1.735";"0";"0";"Il11ra1"
"18352";"0.095";"0";"0";"Or5p52"
"18353";"1.535";"5.145";"3.35179153094463";"Rbmxl2"
"18354";"0";"0";"NaN";"Or2d36"
"18355";"0";"0";"NaN";"Or10a4"
"18356";"0";"0";"NaN";"Or10a5"
"18357";"0";"0";"NaN";"Or2d3b"
"18358";"0";"0";"NaN";"Or2ag20"
"18359";"0.08";"0";"0";"Or2ag19"
"18360";"0";"0";"NaN";"Or52w1"
"18361";"0";"0";"NaN";"Or56b35"
"18362";"0";"0";"NaN";"Or56b34"
"18363";"0.2";"0";"0";"Mob3b"
"18364";"0";"0";"NaN";"Or52e5"
"18365";"0.01";"0";"0";"Or52e4"
"18366";"0";"0";"NaN";"Or52e7"
"18367";"0.12";"0";"0";"Or52n5"
"18368";"0.09";"0";"0";"Or52n3"
"18369";"0";"0";"NaN";"Or56b2"
"18370";"0";"0";"NaN";"Or52n20"
"18371";"0";"0";"NaN";"Or56b1"
"18372";"0";"0";"NaN";"Or52p1"
"18373";"0.815";"0";"0";"Or52u1"
"18374";"0.185";"0";"0";"Or52d3"
"18375";"0.03";"0";"0";"Or52h7"
"18376";"0";"0";"NaN";"Or52h9"
"18377";"0.01";"0";"0";"Or52d1"
"18378";"0";"0";"NaN";"Or51i2"
"18379";"0";"0";"NaN";"Or51k2"
"18380";"0";"0";"NaN";"Or51ai2"
"18381";"0.17";"0";"0";"Hbb-bt"
"18382";"0";"0";"NaN";"Or52z15"
"18383";"0";"0";"NaN";"Or52z14"
"18384";"0";"0";"NaN";"Or52z13"
"18385";"0";"0";"NaN";"Or52z12"
"18386";"0";"0";"NaN";"Or51ah3"
"18387";"0";"0";"NaN";"Or52ae7"
"18388";"0";"0";"NaN";"Or51l14"
"18389";"0";"0";"NaN";"Or52ab4"
"18390";"0";"0";"NaN";"Or52ab7"
"18391";"0.035";"0";"0";"Or52ab2"
"18392";"0.02";"0";"0";"Or52e19"
"18393";"0";"0";"NaN";"Or52e3"
"18394";"0";"0";"NaN";"Or52s1"
"18395";"0";"0";"NaN";"Or52j3"
"18396";"0.125";"0";"0";"Or52r1c"
"18397";"0";"0";"NaN";"Or51f1d"
"18398";"0";"0";"NaN";"Or52r1b"
"18399";"0";"0";"NaN";"Or51a7"
"18400";"0";"0";"NaN";"Or51h5"
"18401";"0";"0";"NaN";"Or51a8"
"18402";"0";"0";"NaN";"Or51f2"
"18403";"0";"0";"NaN";"Or51f5"
"18404";"0";"0";"NaN";"Or51d1"
"18405";"5.01";"0";"0";"Trim68"
"18406";"0.1";"0";"0";"Or52i2"
"18407";"0";"0";"NaN";"Or51h1"
"18408";"0";"0";"NaN";"Or52m1"
"18409";"0";"0";"NaN";"Or52m2"
"18410";"0";"0";"NaN";"Or52k2"
"18411";"0.005";"0";"0";"Or52p2"
"18412";"0";"0";"NaN";"Or51r1"
"18413";"0";"0";"NaN";"Or52b3"
"18414";"1.97";"0";"0";NA
"18415";"0";"0";"NaN";"Or52b4"
"18416";"0.135";"0";"0";"Rhog"
"18417";"0.045";"0";"0";"Ggh"
"18418";"0.6";"0";"0";"Ttpa"
"18419";"0.345";"0";"0";"Cnbd1"
"18420";"0";"0";"NaN";"Or2at1"
"18421";"0";"0";"NaN";"Or2at4"
"18422";"0.04";"0";"0";"Klhl40"
"18423";"0";"0";"NaN";"Gucy2d"
"18424";"0.015";"0";"0";"B3gnt6"
"18425";"0.03";"0";"0";"Omp"
"18426";"0.65";"0";"0";"LOC100862180"
"18427";"0.11";"0";"0";"Slc22a13"
"18428";"0.08";"0";"0";"Exoc8"
"18429";"0.08";"0";"0";"Mc1r"
"18430";"75.1";"90.155";"1.20046604527297";"Fbxw18"
"18431";"154.05";"126.095";"0.818532943849399";"Fbxw15"
"18432";"98.425";"222.56";"2.26121412242825";"Fbxw19"
"18433";"42.51";"95.925";"2.25652787579393";"Fbxw16"
"18434";"12.85";"10.195";"0.793385214007782";"Osgin1"
"18435";"1.52";"3.39";"2.23026315789474";"Mlycd"
"18436";"0.15";"0";"0";"Fam169b"
"18437";"33.26";"24.51";"0.736921226698737";"Snrnp40"
"18438";"12.235";"25.54";"2.08745402533715";"Svip"
"18439";"6.915";"5.42";"0.783803326102675";"Rbm15b"
"18440";"0.05";"0";"0";"Mrgprx2"
"18441";"0";"0";"NaN";"Mrgpra9"
"18442";"0";"0";"NaN";"Saa1"
"18443";"0.555";"0";"0";"Ntf5"
"18444";"71.375";"225.095";"3.15369527145359";"Prr23a4"
"18445";"0.425";"0";"0";"Cmtm2a"
"18446";"56.555";"221.505";"3.91662982936964";"Rpl13a"
"18447";"0";"0";"NaN";"Plscr1l1"
"18448";"0.4";"0";"0";"Il4i1"
"18449";"0.515";"0";"0";"Nlrc5"
"18450";"0.135";"0";"0";"Klk5"
"18451";"0.02";"0";"0";"Ces1h"
"18452";"0";"0";"NaN";"Zfp976"
"18453";"8.595";"3.69";"0.429319371727749";"Zfp788"
"18454";"13.47";"8.815";"0.65441722345954";"AW146154"
"18455";"0.055";"0.615";"11.1818181818182";"Plekhf1"
"18456";"1.35";"0";"0";"Gsta5"
"18457";"55.51";"0";"0";"Znhit6"
"18458";"0.055";"0";"0";"Gsta1"
"18459";"48.445";"9.615";"0.198472494581484";"Zfp791"
"18460";"0";"0";"NaN";"Clca4b"
"18461";"0";"0";"NaN";"Krtdap"
"18462";"0";"0";"NaN";"G430095P16Rik"
"18463";"0.025";"0";"0";"Adh6b"
"18464";"0.16";"0";"0";"Adh1"
"18465";"1.97";"0";"0";NA
"18466";"2.22";"2.495";"1.12387387387387";"Sdhaf1"
"18467";"1.535";"0";"0";"Dnajb14"
"18468";"1.97";"0";"0";NA
"18469";"0.775";"0";"0";"Misp3"
"18470";"0";"0";"NaN";"Cox7a1"
"18471";"1.39";"0";"0";"Zfp382"
"18472";"14.445";"14.77";"1.02249913464867";"Zfp568"
"18473";"5.04";"28.19";"5.59325396825397";"Spint2"
"18474";"30.735";"69.12";"2.2489019033675";"Ap1ar"
"18475";"0.03";"0";"0";"Cib3"
"18476";"17.83";"230.14";"12.9074593381941";"Dda1"
"18477";"0";"0";"NaN";"4930432M17Rik"
"18478";"0.19";"0";"0";"Cyp2a4"
"18479";"0.85";"0";"0";"Gramd2a"
"18480";"0";"0";"NaN";"Erich4"
"18481";"0.57";"0";"0";"Amy1"
"18482";"0.015";"0";"0";"Amy2a5"
"18483";"1.13";"0";"0";"Rec114"
"18484";"0.3";"0";"0";"Ceacam1"
"18485";"1.455";"0";"0";"Phldb3"
"18486";"2.97";"0";"0";"Zfp94"
"18487";"14.69";"0";"0";"Zfp109"
"18488";"0";"0";"NaN";"Vmn1r168"
"18489";"0";"0";"NaN";"Smim31"
"18490";"1.97";"0";"0";NA
"18491";"154";"131.185";"0.851850649350649";"Peak1"
"18492";"14.79";"13.9";"0.939824205544287";"Vmn1r139"
"18493";"0";"0";"NaN";"Vmn1r132"
"18494";"0";"0";"NaN";"Apoc4"
"18495";"0.255";"0";"0";"Ovgp1"
"18496";"4.565";"47.43";"10.3899233296824";"I830077J02Rik"
"18497";"0.175";"0";"0";"Tmigd3"
"18498";"0";"0";"NaN";"Tnfaip8l3"
"18499";"0.815";"0";"0";"Ccdc61"
"18500";"3.075";"0";"0";"Psg23"
"18501";"0.08";"0";"0";"C5ar2"
"18502";"0.125";"0";"0";"Ehd2"
"18503";"0.15";"11.965";"79.7666666666667";"Crxos"
"18504";"1032.515";"1251.815";"1.21239400880375";"Obox5"
"18505";"538.955";"733.79";"1.36150513493705";"Obox2"
"18506";"0";"0";"NaN";"Sult2a3"
"18507";"8.615";"0";"0";"Sult2a4"
"18508";"0";"0";"NaN";"Bsph1"
"18509";"1.95";"0";"0";"AI429214"
"18510";"14.055";"4.48";"0.31874777659196";"Foxr1"
"18511";"31.4";"203.545";"6.48232484076433";"H3c13"
"18512";"1.59";"3.415";"2.14779874213836";"Zfp865"
"18513";"7.295";"10.335";"1.4167237834133";"Zfp628"
"18514";"0";"0";"NaN";"Pira11"
"18515";"0";"0";"NaN";"Pira6"
"18516";"0.19";"0";"0";"Spopfm2"
"18517";"0";"0";"NaN";"Lce3e"
"18518";"0";"0";"NaN";"Defa28"
"18519";"0";"0";"NaN";"Smcp"
"18520";"2.02";"0";"0";"Defa29"
"18521";"0";"0";"NaN";"Defa5"
"18522";"0";"0";"NaN";"Defa3"
"18523";"0";"0";"NaN";"Defa40"
"18524";"0";"0";"NaN";"Defa31"
"18525";"0";"0";"NaN";"Defa22"
"18526";"0";"0";"NaN";"Defa30"
"18527";"0";"0";"NaN";"Sprr2a3"
"18528";"0";"0";"NaN";"Defa23"
"18529";"0";"0";"NaN";"Defa21"
"18530";"0.11";"0";"0";"Pate9"
"18531";"0.025";"0";"0";"Potefam3a"
"18532";"5.985";"0";"0";"Pate2"
"18533";"0";"0";"NaN";"Defb33"
"18534";"0.71";"0";"0";"S100a16"
"18535";"0.44";"0";"0";"Zfp872"
"18536";"1.97";"0";"0";NA
"18537";"3.625";"10.16";"2.80275862068966";"Spc24"
"18538";"1.215";"0";"0";"Mex3a"
"18539";"0.115";"0";"0";"Bglap"
"18540";"0.11";"0";"0";"Bglap2"
"18541";"0.34";"0";"0";"Bglap3"
"18542";"0.345";"0";"0";"Clec4g"
"18543";"6.135";"0";"0";"Zfp558"
"18544";"0.185";"0";"0";"Ubtfl1"
"18545";"2.75";"1.135";"0.412727272727273";"Fat3"
"18546";"231.375";"377.14";"1.62999459751486";"Arfip1"
"18547";"0.585";"0";"0";"Zfp971"
"18548";"1.97";"0";"0";NA
"18549";"0.655";"0";"0";"Gm14296"
"18550";"1.02";"0";"0";"Zfp972"
"18551";"1.97";"0";"0";NA
"18552";"0";"0";"NaN";"Gcnt7"
"18553";"0.03";"0";"0";"Cass4"
"18554";"0.34";"6.75";"19.8529411764706";"Kcng1"
"18555";"0.44";"0";"0";"Mocs3"
"18556";"0";"0";"NaN";"Ripor3"
"18557";"4.455";"0";"0";"Lekr1"
"18558";"22.695";"15.735";"0.693324520819564";"Arfgef2"
"18559";"0.035";"0";"0";"Ankub1"
"18560";"0";"0";"NaN";"Spint5"
"18561";"0";"0";"NaN";"Wfdc9"
"18562";"0";"0";"NaN";"Wfdc6a"
"18563";"0";"0";"NaN";"Spint3"
"18564";"0.22";"0";"0";"Mgst2"
"18565";"10.26";"14.54";"1.41715399610136";"Tox2"
"18566";"0";"0";"NaN";"Fundc2b"
"18567";"0.065";"0";"0";"Mafb"
"18568";"1.97";"0";"0";NA
"18569";"0.075";"0";"0";"Arhgap40"
"18570";"0.09";"0";"0";"Mroh8"
"18571";"0";"0";"NaN";"Tldc2"
"18572";"6.905";"0";"0";"Tmem267"
"18573";"1.28";"0";"0";"Sox2"
"18574";"0";"0";"NaN";"Rdh16f2"
"18575";"4.905";"39.21";"7.99388379204893";"Cpne1"
"18576";"0.43";"0";"0";"6430550D23Rik"
"18577";"0.055";"0";"0";"Fam83c"
"18578";"0.185";"0";"0";"Mmp24os1"
"18579";"0";"3.855";"Inf";"Mcidas"
"18580";"0.14";"0";"0";"Myh7b"
"18581";"0.275";"0";"0";"Lrrc31"
"18582";"0";"0";"NaN";"Gm1527"
"18583";"276.235";"57.82";"0.209314532915814";"Eif2s2"
"18584";"0.05";"0";"0";"Kif5a"
"18585";"0";"0";"NaN";"Bpifb4"
"18586";"0";"0";"NaN";"Tspyl3"
"18587";"0.36";"0";"0";"Ttll9"
"18588";"0";"0";"NaN";"Foxs1"
"18589";"3.81";"11.13";"2.92125984251969";"Sirpb1c"
"18590";"0";"0";"NaN";"Defb25"
"18591";"0";"0";"NaN";"Defb28"
"18592";"0";"0";"NaN";"Defb26"
"18593";"0";"0";"NaN";"Defb23"
"18594";"31.405";"36.285";"1.15538926922465";"Zcchc3"
"18595";"4.04";"0";"0";"Il22"
"18596";"56.715";"275.51";"4.85779776073349";"Csnk2a1"
"18597";"2.82";"1.39";"0.49290780141844";"Rad21l"
"18598";"0.575";"0";"0";"Ccl28"
"18599";"35.74";"1.91";"0.0534415221040851";"Zfp345"
"18600";"11.85";"4.38";"0.369620253164557";"Zfp950"
"18601";"1.97";"0";"0";NA
"18602";"1.97";"0";"0";NA
"18603";"0.53";"0";"0";"Syndig1"
"18604";"0.6";"0";"0";"Fndc10"
"18605";"0.03";"0";"0";"Thbd"
"18606";"12.655";"6.34";"0.500987751876729";"Pdzd8"
"18607";"2.83";"2.905";"1.02650176678445";"Atxn7l3b"
"18608";"9.81";"0";"0";"Kiz"
"18609";"5.875";"0";"0";"Smim26"
"18610";"0";"0";"NaN";"Sel1l2"
"18611";"0.04";"0";"0";"Ism1"
"18612";"0.02";"0";"0";"Bhmt"
"18613";"0.09";"0";"0";"Ankef1"
"18614";"1.97";"0";"0";NA
"18615";"71.18";"73.835";"1.03729980331554";"Ube2n"
"18616";"14.335";"6.655";"0.464248343215905";"Plxnc1"
"18617";"0.01";"0";"0";"Hspa12b"
"18618";"1.75";"0";"0";"Arrdc3"
"18619";"0.01";"0";"0";"Slc4a11"
"18620";"2.325";"0";"0";"Itpa"
"18621";"99.03";"31.6";"0.319095223669595";"Gas2l3"
"18622";"3.73";"9.065";"2.43029490616622";"Hps6"
"18623";"0";"0";"NaN";"Spdye4c"
"18624";"0.045";"0";"0";"Papolb"
"18625";"0.03";"0";"0";"Pdzd7"
"18626";"0.815";"0";"0";"Rslcan18"
"18627";"0.12";"0";"0";"Itpripl1"
"18628";"0.755";"0";"0";"Ramacl"
"18629";"0";"1.75";"Inf";"2010315B03Rik"
"18630";"18.84";"0";"0";"Zfp998"
"18631";"1.97";"0";"0";NA
"18632";"0";"0";"NaN";"Gm10775"
"18633";"0";"0";"NaN";"Spata31d1c"
"18634";"0.235";"0";"0";"Hpse2"
"18635";"1.21";"0";"0";"BC025920"
"18636";"6.265";"29.315";"4.67916999201915";"Platr25"
"18637";"1.34";"4.585";"3.42164179104478";"Zfp934"
"18638";"1.27";"8.075";"6.35826771653543";"Zfp808"
"18639";"3.295";"0";"0";"Cts3"
"18640";"0.38";"0";"0";"Ctsm"
"18641";"0.18";"0";"0";"Ctxn2"
"18642";"0.045";"0";"0";"Ctla2b"
"18643";"0.045";"0";"0";"Mageb3"
"18644";"0.21";"0";"0";"Cyp2c68"
"18645";"118.235";"1005.33";"8.50281219605024";"Serf2"
"18646";"0.045";"0";"0";"Grk6"
"18647";"0.495";"0";"0";"Lcmt2"
"18648";"0.075";"0";"0";"B3galt5"
"18649";"458.795";"901.06";"1.96397083664818";"Eif4e1b"
"18650";"0";"0";"NaN";"Ifit3"
"18651";"0.06";"0.085";"1.41666666666667";"Sptbn5"
"18652";"0.165";"3.34";"20.2424242424242";"Ranbp6"
"18653";"13.74";"3.315";"0.241266375545852";"Gm815"
"18654";"0.08";"2.14";"26.75";"Chst14"
"18655";"0.03";"0";"0";"Inafm2"
"18656";"38.285";"0";"0";"Pabir1"
"18657";"0.06";"1.5";"25";"Pak6"
"18658";"8.855";"10.885";"1.22924901185771";"Ptar1"
"18659";"0";"0";"NaN";"Krtap14"
"18660";"0.08";"0";"0";"Grem1"
"18661";"0";"0";"NaN";"Chrm5"
"18662";"0";"0";"NaN";"Or4f61"
"18663";"0";"0";"NaN";"Or4f60"
"18664";"0";"0";"NaN";"Or4f59"
"18665";"0";"0";"NaN";"Or4f57"
"18666";"0";"0";"NaN";"Or4f56"
"18667";"0.08";"0";"0";"Or4k35"
"18668";"0";"0";"NaN";"Or4f52"
"18669";"0.155";"0";"0";"Ano3"
"18670";"0";"0";"NaN";"Fibin"
"18671";"0.48";"1.265";"2.63541666666667";"Gabrr3"
"18672";"58.41";"10.785";"0.184643040575244";"Qser1"
"18673";"0";"0";"NaN";"Or5ac19"
"18674";"0";"0";"NaN";"Or5ac17"
"18675";"33.075";"52.925";"1.60015117157974";"Pin1rt1"
"18676";"22.1";"14.285";"0.646380090497737";"Nrbf2"
"18677";"310.165";"54.015";"0.174149243144778";"Ftdc1"
"18678";"1.97";"0";"0";NA
"18679";"0.115";"0";"0";"Fjx1"
"18680";"1.97";"0";"0";NA
"18681";"1.97";"0";"0";NA
"18682";"524.145";"2676.79";"5.10696467580536";"Accsl"
"18683";"0.14";"0";"0";"Prdm11"
"18684";"1.15";"0";"0";"H2bc3"
"18685";"0.14";"0";"0";"Nxpe3"
"18686";"4.08";"0";"0";"Zfp408"
"18687";"0.37";"0";"0";"Slc22a29"
"18688";"5.845";"44.775";"7.66039349871685";"Duxf4"
"18689";"7.76";"35.68";"4.5979381443299";"Duxf3"
"18690";"19.08";"12.995";"0.681079664570231";"Yae1d1"
"18691";"0";"0";"NaN";"Or4b1c"
"18692";"0.005";"0";"0";"Or4b12"
"18693";"0";"0";"NaN";"Or4b13"
"18694";"0.015";"0";"0";"Or4x15"
"18695";"0";"0";"NaN";"Or4b1"
"18696";"0";"0";"NaN";"Or4b1d"
"18697";"0";"0";"NaN";"Or4c3d"
"18698";"0";"0";"NaN";"Or4c3"
"18699";"0.115";"0";"0";"Or4c58"
"18700";"0";"0";"NaN";"Or4a47"
"18701";"0";"0";"NaN";"Or4a81"
"18702";"0";"0";"NaN";"Or4a80"
"18703";"0";"0";"NaN";"Or4a77"
"18704";"0";"0";"NaN";"Or4a76"
"18705";"0.005";"0";"0";"Or4a74"
"18706";"0";"0";"NaN";"Or4a71"
"18707";"0";"0";"NaN";"Or4a70"
"18708";"0";"0";"NaN";"Or4a69"
"18709";"0";"0";"NaN";"Or4a2"
"18710";"0";"0";"NaN";"Or4a15"
"18711";"0";"0";"NaN";"Or4c125"
"18712";"0";"0";"NaN";"Or4c124"
"18713";"0";"0";"NaN";"Or4c1"
"18714";"0";"0";"NaN";"Or4c123"
"18715";"0";"0";"NaN";"Or4c15b"
"18716";"0";"0";"NaN";"Or4c121"
"18717";"1.97";"0";"0";NA
"18718";"0";"0";"NaN";"Or4c118"
"18719";"0";"0";"NaN";"Or4c117"
"18720";"0";"0";"NaN";"Or4c116"
"18721";"0";"0";"NaN";"Or4c114"
"18722";"0.01";"0";"0";"Or4c113"
"18723";"0";"0";"NaN";"Or4c111"
"18724";"0";"0";"NaN";"Or4c109"
"18725";"0";"0";"NaN";"Or4c108"
"18726";"0";"0";"NaN";"Or4c15"
"18727";"0";"0";"NaN";"Or4c29"
"18728";"0";"0";"NaN";"Or4p8"
"18729";"0";"0";"NaN";"Or4a67"
"18730";"0";"0";"NaN";"Or4p23"
"18731";"0.32";"0";"0";"Or4a27"
"18732";"0.065";"0";"0";"Or4a66"
"18733";"0";"0";"NaN";"Or4c103"
"18734";"0.215";"0";"0";"Cd80"
"18735";"0";"0";"NaN";"Or4p20"
"18736";"0";"0";"NaN";"Or4p18"
"18737";"1.97";"0";"0";NA
"18738";"0.97";"2.24";"2.30927835051546";"Or5d43"
"18739";"0";"0";"NaN";"Or5d41"
"18740";"0.31";"0";"0";"Or5d37"
"18741";"0.095";"0";"0";"Or5d36"
"18742";"0";"0";"NaN";"Or5d14"
"18743";"0";"0";"NaN";"Or5d18"
"18744";"0";"0";"NaN";"Or9m1b"
"18745";"0";"0";"NaN";"Or5d47"
"18746";"0";"0";"NaN";"Or5l14"
"18747";"0";"0";"NaN";"Or5l13"
"18748";"0";"0";"NaN";"Or5d16"
"18749";"0";"0";"NaN";"Or9m1"
"18750";"0";"0";"NaN";"Or5w17"
"18751";"0";"0";"NaN";"Or5w15"
"18752";"0";"0";"NaN";"Or5w14"
"18753";"0";"0";"NaN";"Or5w13"
"18754";"0";"0";"NaN";"Or5w12"
"18755";"0";"0";"NaN";"Or5w1b"
"18756";"0";"0";"NaN";"Or5w10"
"18757";"0";"0";"NaN";"Or5as1"
"18758";"0";"0";"NaN";"Or5aq1"
"18759";"0.025";"0";"0";"Or5aq7"
"18760";"0";"0";"NaN";"Or5aq6"
"18761";"0";"0";"NaN";"Or5aq1b"
"18762";"0";"0";"NaN";"Or5j1"
"18763";"0.01";"0";"0";"Or5be3"
"18764";"1.665";"2.67";"1.6036036036036";"Or8i2"
"18765";"0";"0";"NaN";"Or5t16"
"18766";"0";"0";"NaN";"Or8h9"
"18767";"0";"0";"NaN";"Or8h8"
"18768";"0";"0";"NaN";"Or8h7"
"18769";"0";"0";"NaN";"Or5t15"
"18770";"0";"0";"NaN";"Or8k40"
"18771";"0";"0";"NaN";"Or8k3b"
"18772";"0";"0";"NaN";"Or5t7"
"18773";"0";"0";"NaN";"Or8k38"
"18774";"0";"0";"NaN";"Or8k32"
"18775";"0";"0";"NaN";"Or8k28"
"18776";"0";"0";"NaN";"Or8k25"
"18777";"0";"0";"NaN";"Or8k24"
"18778";"0";"0";"NaN";"Or8j3b"
"18779";"0";"0";"NaN";"Or8k23"
"18780";"0";"0";"NaN";"Or8k53"
"18781";"0";"0";"NaN";"Or8k22"
"18782";"0";"0";"NaN";"Or8k21"
"18783";"0";"0";"NaN";"Or8k20"
"18784";"0";"0";"NaN";"Or8k18"
"18785";"0";"0";"NaN";"Or8k17"
"18786";"0";"0";"NaN";"Or8k3"
"18787";"0";"0";"NaN";"Or8k1"
"18788";"0.03";"0";"0";"Or8j3"
"18789";"0";"0";"NaN";"Or8u8"
"18790";"0";"0";"NaN";"Or8u9"
"18791";"0.075";"0";"0";"Or5al7"
"18792";"0";"0";"NaN";"Or5al1"
"18793";"0";"0";"NaN";"Or5al6"
"18794";"0";"0";"NaN";"Or5al5"
"18795";"0";"0";"NaN";"Or8u10"
"18796";"0";"0";"NaN";"Or5m12"
"18797";"0";"0";"NaN";"Or5ar1"
"18798";"0";"0";"NaN";"Or9g20"
"18799";"0";"0";"NaN";"Or9g3"
"18800";"0";"0";"NaN";"Or9g4"
"18801";"0";"0";"NaN";"Or5g26"
"18802";"0";"0";"NaN";"Or5g25"
"18803";"0";"0";"NaN";"Or5g23"
"18804";"0.155";"0";"0";"Fads2b"
"18805";"0.07";"0";"0";"Or5ak25"
"18806";"0.095";"0";"0";"Or5ak24"
"18807";"0";"0";"NaN";"Or5ak23"
"18808";"0";"0";"NaN";"Or5ak22"
"18809";"0";"0";"NaN";"Or5ak20"
"18810";"0";"0";"NaN";"Or5ak4"
"18811";"3.615";"0";"0";"Lrrc55"
"18812";"5.215";"0";"0";"Ccdc162"
"18813";"4.04";"3.36";"0.831683168316832";"Znhit2"
"18814";"101.67";"25.91";"0.254844103472017";"Mix23"
