"","x"
"4606","Ddx47"
"4607","Gsg1"
"4608","Atf7ip"
"4609","Wbp11"
"4610","Mgp"
"4611","Erp27"
"4612","Rerg"
"4613","Ptpro"
"4614","Strap"
"4615","Plcz1"
"4616","Plekha5"
"4617","Aebp2"
"4618","Recql"
"4619","Golt1b"
"4620","Ldhb"
"4621","Kcnj8"
"4622","Rad18"
"4623","Bhlhe41"
"4624","Rassf8"
"4625","Thumpd3"
"4626","Kras"
"4627","Bcat1"
"4628","Mtmr14"
"4629","Cpne9"
"4630","Ogg1"
"4631","Cidec"
"4632","C2cd5"
"4633","Cmas"
"4634","St8sia1"
"4635","Emc3"
"4636","Itpr2"
"4637","Med21"
"4638","Sec13"
"4639","Ccdc91"
"4640","Far2"
"4641","Ergic2"
"4642","Tmtc1"
"4643","Caprin2"
"4644","Dennd5b"
"4645","Vgll4"
"4646","Tamm41"
"4647","Efcab12"
"4648","Mbd4"
"4649","Ift122"
"4650","Pianp"
"4651","Ing4"
"4652","Mrpl51"
"4653","Vamp1"
"4654","Scnn1a"
"4655","Cd9"
"4656","Dyrk4"
"4657","Rad51ap1"
"4658","D6Wsu163e"
"4659","Prmt8"
"4660","Tspan11"
"4661","Tspan9"
"4662","Fkbp4"
"4663","Klrb1a"
"4664","Clec2i"
"4665","Strn4"
"4666","2900092C05Rik"
"4667","Zfp606"
"4668","Mark4"
"4669","Ckm"
"4670","Ercc2"
"4671","Rtn2"
"4672","Ppm1n"
"4673","Vasp"
"4674","Dmpk"
"4675","Dmwd"
"4676","Pdcd5"
"4677","Uri1"
"4678","Pop4"
"4679","Lilra6"
"4680","Rpl28"
"4681","Sbk2"
"4682","U2af2"
"4683","Zfp583"
"4684","Cyfip1"
"4685","Herc2"
"4686","Nipa2"
"4687","Psd3"
"4688","Siglecg"
"4689","Zfp719"
"4690","Csrp3"
"4691","Zdhhc13"
"4692","Zfp108"
"4693","Tdrd12"
"4694","Rhpn2"
"4695","Slc7a10"
"4696","Prmt3"
"4697","Snrpa1"
"4698","Tars3"
"4699","Tjp1"
"4700","Apba2"
"4701","Mphosph10"
"4702","Mtmr10"
"4703","Crtc3"
"4704","Blm"
"4705","Furin"
"4706","Vps33b"
"4707","Iqgap1"
"4708","Cib1"
"4709","Mesp2"
"4710","Mesp1"
"4711","Pex11a"
"4712","Plin1"
"4713","Ttc23"
"4714","Lrrc28"
"4715","Rab38"
"4716","Nox4"
"4717","Tyrobp"
"4718","Sipa1l3"
"4719","Psmd8"
"4720","Nfkbib"
"4721","Pak4"
"4722","Psmc4"
"4723","Hapln3"
"4724","Acan"
"4725","Aen"
"4726","Mrps11"
"4727","Ccdc90b"
"4728","Sytl2"
"4729","Eed"
"4730","Zfand6"
"4731","Ddias"
"4732","Ndufc2"
"4733","Anapc15"
"4734","Art2b"
"4735","Coq7"
"4736","Arl6ip1"
"4737","Smg1"
"4738","Xylt1"
"4739","Pik3c2a"
"4740","Ipo5"
"4741","1110004F10Rik"
"4742","Pde3b"
"4743","Mylpf"
"4744","Kif22"
"4745",NA
"4746","Mvp"
"4747","Cdipt"
"4748","Sez6l2"
"4749","Kctd13"
"4750","Stard10"
"4751","Ino80e"
"4752","Fchsd2"
"4753","Klk10"
"4754","Aldoa"
"4755","Ppp4c"
"4756","Plekhb1"
"4757","Rab6a"
"4758","Mrpl48"
"4759","Coro1a"
"4760","Dnajb13"
"4761","Klk7"
"4762","Sgf29"
"4763","Ppme1"
"4764","Nfatc2ip"
"4765","Pold3"
"4766","Rabep2"
"4767","Pgm2l1"
"4768","Syt3"
"4769","Eif3c"
"4770","Rps3"
"4771","Nsmce1"
"4772","Psma1"
"4773","Thap12"
"4774","Copb1"
"4775","Far1"
"4776","Lcmt1"
"4777","Arhgap17"
"4778","Disp1"
"4779","Slc5a11"
"4780","Pak1"
"4781","Trat1"
"4782","Rbbp6"
"4783","Cox6a2"
"4784","Rnf141"
"4785","Itgax"
"4786","Adm"
"4787","Dkkl1"
"4788","Fus"
"4789","Cd37"
"4790","Kat8"
"4791","Fbxl19"
"4792","Bcl7c"
"4793","Phkg2"
"4794","Rnf40"
"4795","Prr14"
"4796","Hsd17b14"
"4797","Fgf21"
"4798","Ush1c"
"4799","Sergef"
"4800","Lamtor1"
"4801","Rgs10"
"4802","Tial1"
"4803","Ate1"
"4804","Tacc2"
"4805","Fam24b"
"4806","Fam24a"
"4807","Acadsb"
"4808","Plk1"
"4809","Dctn5"
"4810","Ndufab1"
"4811","Ubfd1"
"4812","Gga2"
"4813","Mettl9"
"4814","Mfsd13b"
"4815","Cdr2"
"4816","Arfip2"
"4817","Dnhd1"
"4818","Uqcrc2"
"4819","Rrp8"
"4820","Cckbr"
"4821","Crym"
"4822","Anks4b"
"4823","Zp2"
"4824","Eri2"
"4825","Oat"
"4826","Thumpd1"
"4827","Lhpp"
"4828","Fam53b"
"4829","Zranb1"
"4830","Ctbp2"
"4831","Rrm1"
"4832","Mmp21"
"4833","Vps35l"
"4834","Bccip"
"4835","Dhx32"
"4836","D7Ertd443e"
"4837","Mki67"
"4838","Atp6ap2"
"4839","Usp9x"
"4840","Cask"
"4841","Swap70"
"4842","Wee1"
"4843","Tmem9b"
"4844","BC051019"
"4845","Akip1"
"4846","Dennd2b"
"4847","Tub"
"4848","Ndufb11"
"4849","Rbm10"
"4850","Cdk16"
"4851","Usp11"
"4852","Glrx3"
"4853","Mrgprf"
"4854","LTO1"
"4855","Fgf3"
"4856","Fadd"
"4857","Cttn"
"4858","Dock11"
"4859","Cul4b"
"4860","Tnni2"
"4861","Sash3"
"4862","Elf4"
"4863","Slc25a14"
"4864","Rbmx2"
"4865","Stk26"
"4866","3830403N18Rik"
"4867","Brs3"
"4868","Vgll1"
"4869","F9"
"4870","Cacna1f"
"4871","Prickle3"
"4872","Magix"
"4873","Ccdc120"
"4874","Gripap1"
"4875","Otud5"
"4876","Pim2"
"4877","Slc35a2"
"4878","Eras"
"4879","Hdac6"
"4880","Gata1"
"4881","Wdr13"
"4882","Rbm3"
"4883","Ftsj1"
"4884","Rpgr"
"4885","Dynlt3"
"4886","Magea9"
"4887","Ctag2"
"4888","4931400O07Rik"
"4889","Vbp1"
"4890","Brcc3"
"4891","Ophn1"
"4892","Efnb1"
"4893","Pbdc1"
"4894","Atrx"
"4895","Cox7b"
"4896","Chmp1b2"
"4897","Hmgn5"
"4898","Sh3bgrl"
"4899","Tnmd"
"4900","Srpx2"
"4901","Sytl4"
"4902","Cstf2"
"4903","Cenpi"
"4904","Btk"
"4905","4930513O06Rik"
"4906","Acsl4"
"4907","Pak3"
"4908","Dcx"
"4909","Cdkl5"
"4910","Pdha1"
"4911","Nlgn3"
"4912","Map3k15"
"4913","Rps6ka3"
"4914","Zmym3"
"4915","Nono"
"4916","Taf1"
"4917","Rps4x"
"4918","Chic1"
"4919","Flna"
"4920","Zcchc13"
"4921","Abcb7"
"4922","Gpm6b"
"4923","Gabra3"
"4924","Gabrq"
"4925","Cetn2"
"4926","Nsdhl"
"4927","Rbbp7"
"4928","Amelx"
"4929","Syap1"
"4930","Msl3"
"4931","Xlr4c"
"4932","Ap1s2"
"4933","Zrsr2"
"4934","Haus7"
"4935","Trex2"
"4936","Zfp92"
"4937","Bgn"
"4938","Abcd1"
"4939","Piga"
"4940","Asb9"
"4941","Hcfc1"
"4942","Naa10"
"4943","Arhgap4"
"4944","Avpr2"
"4945","Irak1"
"4946","Mecp2"
"4947","Opn1mw"
"4948","Fam3a"
"4949","G6pdx"
"4950","Dkc1"
"4951","Tceal6"
"4952","Pramex1"
"4953","Morf4l2"
"4954","Kir3dl1"
"4955","Vsig1"
"4956","Atp11a"
"4957","F7"
"4958","F10"
"4959","Cul4a"
"4960","Lamp1"
"4961","1700029H14Rik"
"4962","Rasa3"
"4963","Coprs"
"4964","Myom2"
"4965","Angpt2"
"4966","Defb8"
"4967","Nek3"
"4968","Slc25a15"
"4969","Erlin2"
"4970","Adgra2"
"4971","Brf2"
"4972","Rab11fip1"
"4973","Eif4ebp1"
"4974","Cd209a"
"4975","Cd209d"
"4976","Tnfsf13b"
"4977","Col4a1"
"4978","Col4a2"
"4979","Spaca7b"
"4980","Arhgef7"
"4981","Tex29"
"4982","Dctn6"
"4983","Gpm6a"
"4984","Asb5"
"4985","Vegfc"
"4986","Aga"
"4987","Dlc1"
"4988","Eri1"
"4989","Tnks"
"4990","Saraf"
"4991","Mrps31"
"4992","Polb"
"4993","Ikbkb"
"4994","Plat"
"4995","Ap3m2"
"4996","Kat6a"
"4997","Ank1"
"4998","Gpat4"
"4999","Gins4"
"5000","Ido1"
"5001","Adam18"
"5002","Adam3"
"5003","Adam5"
"5004","Adam9"
"5005","Tm2d2"
"5006","Plekha2"
"5007","Slit2"
"5008","Tenm3"
"5009","Dctd"
"5010","Wwc2"
"5011","Fgfr1"
"5012","Rwdd4a"
"5013","Plpp5"
"5014","Ash2l"
"5015","Kcnu1"
"5016","Tti2"
"5017","Mak16"
"5018","Wrn"
"5019","Gsr"
"5020","Gtf2e2"
"5021","Rbpms"
"5022","Frg1"
"5023","Pcm1"
"5024","Slc7a2"
"5025","Vps37a"
"5026","Cnot7"
"5027","Msmo1"
"5028","Klhl2"
"5029","Sap30"
"5030","Sin3b"
"5031","Sorbs2"
"5032","Cenpu"
"5033","Cfap97"
"5034","Slc25a4"
"5035","Ufsp2"
"5036","Anxa10"
"5037","Lrp2bp"
"5038","Tlr3"
"5039","Sh3rf1"
"5040","Nek1"
"5041","N4bp1"
"5042","Cbln1"
"5043","Heatr3"
"5044","Brd7"
"5045","Nkd1"
"5046","Aktip"
"5047","Eif2ak3"
"5048","Setd6"
"5049","Smad1"
"5050","1700011L22Rik"
"5051","Lsm6"
"5052","Slc10a7"
"5053","Tnpo2"
"5054","Vps35"
"5055","Orc6"
"5056","Gpt2"
"5057","Dnaja2"
"5058","Itfg1"
"5059","Rfx1"
"5060","Tbc1d9"
"5061","Zfp330"
"5062","Il15"
"5063","Gab1"
"5064","Smarca5"
"5065","Ces1f"
"5066","Zfp821"
"5067","Ist1"
"5068","Dhodh"
"5069","Ap1g1"
"5070","Phlpp2"
"5071","Irx6"
"5072","Mmp2"
"5073","Gnao1"
"5074","St3gal2"
"5075","Il34"
"5076","Amfr"
"5077","Cog4"
"5078","Bbs2"
"5079","Cenpn"
"5080","Mt4"
"5081","Cdyl2"
"5082","Mt3"
"5083","Mt1"
"5084","Nudt7"
"5085","Psme3ip1"
"5086","Pllp"
"5087","Ccl22"
"5088","Ccl17"
"5089","Ciapin1"
"5090","Coq9"
"5091","Polr2c"
"5092","Adgrg1"
"5093","Katnb1"
"5094","Kifc3"
"5095","Tmem38a"
"5096","Usb1"
"5097","Cfap20"
"5098","Tpm4"
"5099","Jak3"
"5100","Slc27a1"
"5101","Map1lc3b"
"5102","Emc8"
"5103","Babam1"
"5104","Gins2"
"5105","Gse1"
"5106","Zdhhc7"
"5107","Usp10"
"5108","Cotl1"
"5109","Klhl36"
"5110","Pik3r2"
"5111","Mbtps1"
"5112","Necab2"
"5113","Hsbp1"
"5114","Rab3a"
"5115","Pde4c"
"5116","Mphosph6"
"5117","Lsm4"
"5118","Ntpcr"
"5119","Map3k21"
"5120","Mau2"
"5121","Atp13a1"
"5122","Pgr"
"5123","Bean1"
"5124","Cmtm3"
"5125","Ces2g"
"5126","Nae1"
"5127","Ciao2b"
"5128","Cdh16"
"5129","Cbfb"
"5130","Ces2e"
"5131","Phaf1"
"5132","Hsd11b2"
"5133","Tsnaxip1"
"5134","Ctrl"
"5135","Dus2"
"5136","Pla2g15"
"5137","Smpd3"
"5138","Zfp90"
"5139","Has3"
"5140","Vps4a"
"5141","Nip7"
"5142","Mtmr2"
"5143","Terf2"
"5144","Cep57"
"5145","Cyb5b"
"5146","Mre11a"
"5147","Wwp2"
"5148","Ankrd49"
"5149","Izumo1r"
"5150","Med17"
"5151","4931406C07Rik"
"5152","Taf1d"
"5153","Kars1"
"5154","Adat1"
"5155","Gabarapl2"
"5156","Tmem231"
"5157","Tmem170"
"5158","Cfdp1"
"5159","Bcar1"
"5160","Ctrb1"
"5161","Ldhd"
"5162","Wdr59"
"5163","Aars1"
"5164","Afg3l1"
"5165","Dbndd1"
"5166","Abcb10"
"5167","Urb2"
"5168","Agt"
"5169","2310022B05Rik"
"5170","Fsaf1"
"5171","Gnpat"
"5172","Sprtn"
"5173","Egln1"
"5174","Jam3"
"5175","Adamts8"
"5176","Aplp2"
"5177","Birc3"
"5178","Dcun1d5"
"5179","Sesn3"
"5180","Usp2"
"5181","Nectin1"
"5182","Sc5d"
"5183","Ubash3b"
"5184","Rexo2"
"5185","Cul5"
"5186","Kcnj5"
"5187","St3gal4"
"5188","Dcps"
"5189","Tirap"
"5190","Srpra"
"5191","Rpusd4"
"5192","Abhd12"
"5193","Acat1"
"5194","Rdx"
"5195","Fdx1"
"5196","Btg4"
"5197","Hoatz"
"5198","Ppp2r1b"
"5199","Alg9"
"5200","Tex12"
"5201","Plet1"
"5202","Bud13"
"5203","Zpr1"
"5204","Apoa5"
"5205","Apoc3"
"5206","Il10ra"
"5207","Cd3d"
"5208","Arcn1"
"5209","Ddx6"
"5210","Pate4"
"5211","Nherf4"
"5212","Pate6"
"5213","Trappc4"
"5214","Chek1"
"5215","Hyou1"
"5216","Stt3a"
"5217","Hinfp"
"5218","C2cd2l"
"5219","Slc37a2"
"5220","Robo4"
"5221","Hmbs"
"5222","Vps11"
"5223","Mcam"
"5224","Icam5"
"5225","Tyk2"
"5226","Ilf3"
"5227","Bmp5"
"5228","Scg3"
"5229","Yipf2"
"5230","Carm1"
"5231","Tmod2"
"5232","Smarca4"
"5233","Bcl2l10"
"5234","Gnb5"
"5235","Ldlr"
"5236","Kank2"
"5237","Dock6"
"5238","Polr2m"
"5239","Rab27a"
"5240","Aqp9"
"5241","Lipc"
"5242","Rsl24d1"
"5243","Nedd4"
"5244","Rnf111"
"5245","Ccnb2"
"5246","Myo1e"
"5247","Tcf12"
"5248","Cgnl1"
"5249","Ice2"
"5250","Fem1b"
"5251","Anp32a"
"5252","Glce"
"5253","Phip"
"5254","Kif23"
"5255","Lca5"
"5256","Sh3bgrl2"
"5257","Bckdhb"
"5258","Zw10"
"5259","Usp28"
"5260","Htr3a"
"5261","Cyp19a1"
"5262","Idh3a"
"5263","Dnaja4"
"5264","Imp3"
"5265","Thsd4"
"5266","Ptpn9"
"5267","Nr2e3"
"5268","Ireb2"
"5269","Pkm"
"5270","1700017B05Rik"
"5271","Psma4"
"5272","Ube2q2"
"5273","Cyp1a2"
"5274","Nrg4"
"5275","Csk"
"5276","Etfa"
"5277","Cyp1a1"
"5278","Clk3"
"5279","Isl2"
"5280","Rcn2"
"5281","Pstpip1"
"5282","Tmem30a"
"5283","Hmg20a"
"5284","Cox7a2"
"5285","Nptn"
"5286","Neo1"
"5287","Mto1"
"5288","Impg1"
"5289","Cgas"
"5290","Ooep"
"5291","Gsta4"
"5292","Elovl5"
"5293","Gclc"
"5294","Lrrc1"
"5295","Rasgrf1"
"5296","Tinag"
"5297","Ctsh"
"5298","Lactb"
"5299","Plscr2"
"5300","Aph1b"
"5301","Usp3"
"5302","Dapk2"
"5303","Snx1"
"5304","Ppib"
"5305","Csnk1g1"
"5306","Trip4"
"5307","Rbpms2"
"5308","Spg21"
"5309","Igdcc3"
"5310","Dis3l"
"5311","Tipin"
"5312","Rpl4"
"5313","Smad3"
"5314","Pias1"
"5315","U2surp"
"5316","Atr"
"5317","Xrn1"
"5318","Tfdp2"
"5319","Atp1b3"
"5320","Rasa2"
"5321","Ube3d"
"5322","Rwdd2a"
"5323","Me1"
"5324","Snx14"
"5325","Syncrip"
"5326","Cmtm6"
"5327","Stt3b"
"5328","Zcwpw2"
"5329","Eomes"
"5330","Slc25a36"
"5331","Trim42"
"5332","Clstn2"
"5333","Rbp2"
"5334","Copb2"
"5335","Pik3cb"
"5336","Armc8"
"5337","Dbr1"
"5338","Mras"
"5339","Cldn18"
"5340","Nck1"
"5341","Cdc25a"
"5342","Map4"
"5343","Dhx30"
"5344","Smarcc1"
"5345","Ngp"
"5346","Scap"
"5347","Ltf"
"5348","Lrrfip2"
"5349","Mlh1"
"5350","Dclk3"
"5351","Trib1"
"5352","Pdcd6ip"
"5353","Fbxl2"
"5354","Wdr48"
"5355","Csrnp1"
"5356","Rpsa"
"5357","Slc25a38"
"5358","Hhatl"
"5359","Nktr"
"5360","Ss18l2"
"5361","Pccb"
"5362","Lyzl4"
"5363","Cck"
"5364","Trak1"
"5365","Abhd5"
"5366","Ryk"
"5367","Slco2a1"
"5368","Srprb"
"5369","Topbp1"
"5370","Nphp3"
"5371","Dnajc13"
"5372","Acp3"
"5373","Gnai2"
"5374","Mrpl3"
"5375","Nudt16l2"
"5376","Atp2c1"
"5377","Pik3r4"
"5378","Manf"
"5379","Mapkapk3"
"5380","Rbm6"
"5381","Traip"
"5382","Apeh"
"5383","Ip6k1"
"5384","Cdhr4"
"5385","Ip6k2"
"5386","Prkar2a"
"5387","Slc25a20"
"5388","Qars1"
"5389","Amt"
"5390","1700102P08Rik"
"5391","Usp4"
"5392","Srek1"
"5393","Oas1d"
"5394","Eml4"
"5395","Thsd7a"
"5396","Flcn"
"5397","Atxn2l"
"5398","Chsy1"
"5399","Colgalt2"
"5400","Marchf3"
"5401","Entrep3"
"5402","Oas3"
"5403","Lmo2"
"5404","Exd2"
"5405","Resf1"
"5406","Trib3"
"5407","Mansc1"
"5408","Abtb2"
"5409","Mier3"
"5410","Inppl1"
"5411","Ccdc88a"
"5412","Katnip"
"5413","Gpbp1"
"5414","Bet1"
"5415","Kap"
"5416","Gng11"
"5417","Trpa1"
"5418","Mctp2"
"5419","Gtf3c1"
"5420","Cntrob"
"5421","Troap"
"5422","Alas1"
"5423","Pdxk"
"5424","Lama1"
"5425","Cdv3"
"5426","Cyp2c38"
"5427","Fanca"
"5428","Loxhd1"
"5429","Ppp1r9a"
"5430","Pwp2"
"5431","Trpc1"
"5432","Prr5l"
"5433","Zswim6"
"5434","Rnft2"
"5435","Rspo4"
"5436","Ugt8a"
"5437","Pkd1"
"5438","P2ry2"
"5439","Rag2"
"5440","Fbxw8"
"5441","Psmf1"
"5442","Smap2"
"5443","Cyb5r4"
"5444","Arhgef17"
"5445","Acsl3"
"5446","Rims3"
"5447","Nfyc"
"5448","Fbxo21"
"5449","Styk1"
"5450","Spmip10"
"5451","Slc16a1"
"5452","Atg12"
"5453","Lrig2"
"5454","Odf4"
"5455","Hspa13"
"5456","Nup93"
"5457","Ucp3"
"5458","Rasgrp2"
"5459","Lipi"
"5460","Ap4b1"
"5461","Pebp1"
"5462","Fkbp1a"
"5463","Slx9"
"5464","Foxj3"
"5465","Nlrp4f"
"5466","Mycbp2"
"5467","Ogfod1"
"5468","Trim33"
"5469","Polr2f"
"5470","Cdo1"
"5471","Klra9"
"5472","Klrc3"
"5473","Cip2a"
"5474","Dhrs7c"
"5475","Npat"
"5476","Pygb"
"5477","Lmo7"
"5478","Cntnap3"
"5479","Pfkm"
"5480","Gas7"
"5481","Entpd6"
"5482","Senp1"
"5483","Clec1a"
"5484","Triobp"
"5485","Nol12"
"5486","Slc7a6os"
"5487","Hsd17b3"
"5488","Atg9a"
"5489","Gga1"
"5490","Cst5"
"5491","Abhd10"
"5492","Cnppd1"
"5493","Atp1a1"
"5494","Dis3"
"5495","Card10"
"5496","Tmprss7"
"5497","Kbtbd12"
"5498","Tmed7"
"5499","Mzt1"
"5500","BC016579"
"5501","Tpsg1"
"5502","Mamdc2"
"5503","S100b"
"5504","Ttc28"
"5505","AA467197"
"5506","Slitrk5"
"5507","Eefsec"
"5508","Ttf2"
"5509","Scaf11"
"5510","Trim45"
"5511","Arid2"
"5512","Szt2"
"5513","Shf"
"5514","Ttll4"
"5515","Duox1"
"5516","Slc35a4"
"5517","Stk36"
"5518","Ptprm"
"5519","Rpgrip1l"
"5520","Wdr3"
"5521","Kctd17"
"5522","Noc4l"
"5523","Ptprf"
"5524","Lpp"
"5525","Mif"
"5526","Fem1c"
"5527","Ctdp1"
"5528","Kdm4a"
"5529","Dnm2"
"5530","Chst2"
"5531","Map2k4"
"5532","Usp37"
"5533","Fntb"
"5534","Palmd"
"5535","Atp6v0b"
"5536","Trappc8"
"5537","Arhgap44"
"5538","Clasp2"
"5539","Spg11"
"5540","Agl"
"5541","Syce1l"
"5542","Ctdspl2"
"5543","Cacul1"
"5544","Eri3"
"5545","Mcee"
"5546","Gtpbp6"
"5547","Trmt13"
"5548","Specc1l"
"5549","Zbtb1"
"5550","Fan1"
"5551","Tomm6"
"5552","Fhip2a"
"5553","Fndc3a"
"5554","Strc"
"5555","Larp4b"
"5556","Crygs"
"5557","Idi2"
"5558","Ttc7b"
"5559","Acsm1"
"5560","Casp4"
"5561","Gtf2a2"
"5562","Znrf1"
"5563","Rbfox2"
"5564","Adgrb3"
"5565","Apol6"
"5566","Myo6"
"5567","Tmem35a"
"5568","Fa2h"
"5569","Igf2bp2"
"5570","Reep4"
"5571","Lgi3"
"5572","Rfwd3"
"5573","Map3k13"
"5574","Pcgf3"
"5575","Pdpr"
"5576","Pik3c3"
"5577","AW554918"
"5578","Clec18a"
"5579","Nat8f2"
"5580","Vps8"
"5581","Ddx19b"
"5582","Cep350"
"5583","Gabrb3"
"5584","Arhgap39"
"5585","Acbd6"
"5586","Smyd5"
"5587","Ccar2"
"5588","Foxn3"
"5589","Sfxn5"
"5590","Lrrc14"
"5591","Egr3"
"5592","Sf3b3"
"5593","St18"
"5594","Gadd45gip1"
"5595","Recql4"
"5596","Calm4"
"5597","Exoc6b"
"5598","Clcnka"
"5599","Rpap2"
"5600","Npbwr1"
"5601","Tubgcp5"
"5602","Atp7a"
"5603","Atp6v1h"
"5604","Tasor2"
"5605","Tmem87a"
"5606","Tcea1"
"5607","Tpsb2"
"5608","Dnah8"
"5609","Fgb"
"5610","Pla2g4c"
"5611","B3galt2"
"5612","Or9g4b"
"5613","Kcnk10"
"5614","Ppargc1b"
"5615","Pxk"
"5616","Map9"
"5617","Mapkbp1"
"5618","Ccp110"
"5619","Gde1"
"5620","Parl"
"5621","Rbm34"
"5622","Vhl"
"5623","Brk1"
"5624","Mga"
"5625","Zswim5"
"5626","Trim36"
"5627","Aspm"
"5628","Ppp3r1"
"5629","Tnks1bp1"
"5630","Jcad"
"5631","Zbtb41"
"5632","Slc16a2"
"5633","Rnf225"
"5634","Zfp944"
"5635","Tesk2"
"5636","Dnah17"
"5637","Skic3"
"5638","Scaper"
"5639","Pds5b"
"5640","Fancd2"
"5641","Cct2"
"5642","Rpap1"
"5643","Prss29"
"5644","Galnt17"
"5645","Lyl1"
"5646","Gpbp1l1"
"5647","Ypel4"
"5648","Farp2"
"5649","Zdhhc5"
"5650","Ccdc174"
"5651","Nlrp4b"
"5652","Hdlbp"
"5653","Ctnnd1"
"5654","Meak7"
"5655","Vav1"
"5656","Srsf2"
"5657","Mks1"
"5658","Tspan8"
"5659","Sik3"
"5660","Serpini2"
"5661","Tmem63c"
"5662","Exoc3"
"5663","Ino80"
"5664","Cipc"
"5665","Lrrc58"
"5666","Ogt"
"5667","Zfc3h1"
"5668","Ccnd3"
"5669","Faah"
"5670","Zbed5"
"5671","Tmem275"
"5672","Nsf"
"5673","Hsdl1"
"5674","Chmp7"
"5675","Polq"
"5676","Rasl10a"
"5677","Efcab14"
"5678","Mrps17"
"5679","Atm"
"5680","Septin14"
"5681","Gpc1"
"5682","Slc38a8"
"5683","Rhov"
"5684","Foxj1"
"5685","Usp54"
"5686","Golgb1"
"5687","Plekhm1"
"5688","Senp6"
"5689","Agpat1"
"5690","Exosc4"
"5691","Ints14"
"5692","Batf"
"5693","Setd5"
"5694","Jdp2"
"5695","Dnajc17"
"5696","Nipsnap1"
"5697","Traf3ip1"
"5698","Fhod3"
"5699","Med13"
"5700","Fam53c"
"5701","Ccdc15"
"5702","Tmem132d"
"5703","Kif4"
"5704","Iqsec1"
"5705","Trim59"
"5706","Slc26a2"
"5707","Exosc1"
"5708","Tmem132c"
"5709","Kctd9"
"5710","Brip1"
"5711","Plcg2"
"5712","Zbed4"
"5713","Ina"
"5714","Wbp2"
"5715","Cbl"
"5716","Ube2f"
"5717","Smc4"
"5718","Mtmr3"
"5719","Csta1"
"5720","Tulp4"
"5721","Barhl2"
"5722","Fbxo15"
"5723","Spata6"
"5724","Pja1"
"5725","Tbc1d10a"
"5726","Gcsh"
"5727","Myo15b"
"5728","Zxdc"
"5729","Cops8"
"5730","Trmt5"
"5731","Cyb561a3"
"5732","Dhrs11"
"5733","Gulo"
"5734","Polr3b"
"5735","Uroc1"
"5736","Eda2r"
"5737","Pkd2"
"5738","Scara3"
"5739","Caskin2"
"5740","Sec22a"
"5741","Ly6g5c"
"5742","Snx2"
"5743","Gbx2"
"5744","Mad2l1bp"
"5745","Hmgxb4"
"5746","Gjc1"
"5747","Ice1"
"5748","Hsd17b13"
"5749","Scn10a"
"5750","Morc2a"
"5751","Rsrc1"
"5752","Zfyve9"
"5753","Washc4"
"5754","Ccpg1"
"5755","Inpp5j"
"5756","Ptpn13"
"5757","Daam1"
"5758","Tent4a"
"5759","Hid1"
"5760","Slc41a2"
"5761","Myo5a"
"5762","2700049A03Rik"
"5763","Mon2"
"5764","Pof1b"
"5765","Chst11"
"5766","Ppm1h"
"5767","Ssh3"
"5768","Mtrr"
"5769","Rxylt1"
"5770","Gpatch8"
"5771","Prss55"
"5772","Ly6d"
"5773","Zyg11b"
"5774","Tiparp"
"5775","Zyg11a"
"5776","Ankrd12"
"5777","Ythdc2"
"5778","Tmem109"
"5779","Galp"
"5780","Bmp2k"
"5781","Itga2b"
"5782","Xpot"
"5783","Pbx2"
"5784","Rnps1"
"5785","Ppp1r1c"
"5786","Prr7"
"5787","Fras1"
"5788","Ccdc202"
"5789","Nlrp4c"
"5790","Gns"
"5791","Ppp1r21"
"5792","Cnot6l"
"5793","Dgkh"
"5794","Pabpc5"
"5795","Mfrp"
"5796","Sirt6"
"5797","Mast4"
"5798","Tle6"
"5799","Map4k5"
"5800","Glis1"
"5801","Hrob"
"5802","Dsg1c"
"5803","Gna11"
"5804","Gpsm3"
"5805","Gna15"
"5806","Ccdc122"
"5807","Colgalt1"
"5808","Scn7a"
"5809","Grip1"
"5810","Celf5"
"5811","Nup54"
"5812","Tet3"
"5813","Tespa1"
"5814","Larp6"
"5815","Art3"
"5816","Mfsd12"
"5817","Atosa"
"5818","Ankrd27"
"5819","Myl12b"
"5820","Fam151a"
"5821","Mrpl34"
"5822","Tbxa2r"
"5823","Lrr1"
"5824","Cactin"
"5825","Sncb"
"5826","Rps29"
"5827","Cog3"
"5828","Pip5k1c"
"5829","Cobll1"
"5830","Ncaph"
"5831","Sidt2"
"5832","Pygo1"
"5833","Cdhr2"
"5834","Ttc22"
"5835","Ly6g6f"
"5836","Dhcr24"
"5837","Rnf44"
"5838","Rtkn"
"5839","Dhx8"
"5840","Mrpl54"
"5841","Arl4d"
"5842","Synrg"
"5843","Cog7"
"5844","Cebpa"
"5845","Atcay"
"5846","Rubcnl"
"5847","Dop1a"
"5848","Dapk3"
"5849","Vat1"
"5850","Eef2"
"5851","Foxn2"
"5852","Igsf6"
"5853","Zbtb7a"
"5854","Epgn"
"5855","Baz1a"
"5856","Ncapd3"
"5857","Map2k2"
"5858","Creb3l3"
"5859","Ccl5"
"5860","Kri1"
"5861","Rrp12"
"5862","Dhx57"
"5863","Zc4h2"
"5864","Eef2k"
"5865","Oma1"
"5866","Mtmr9"
"5867","Becn1"
"5868","Secisbp2l"
"5869","Fam167a"
"5870","Dcbld2"
"5871","Shc4"
"5872","Gcfc2"
"5873","Secisbp2"
"5874","Nubpl"
"5875","Gpr33"
"5876","Eif2s3x"
"5877","Elmod2"
